carid,tradeTime,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,registerDate,licenseDate,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price
42361,2021-07-03,4,4,7993,8.69,6,1,2,0,4,2012-09-01,2013-01-16,779411,3,2012,1.6,3,1,31.9,12.98
37375,2021-01-31,11,15,7145,11.05,2,6,2,0,5,2015-02-01,2015-05-07,779412,2,2014,2.5,2,1,46.87,21.8
6622,2021-03-14,18,136,2186,6.89,1,1,2,0,5,2014-06-01,2015-08-21,779412,2,2014,2,13,1,39.8,16.8
74150,2021-01-13,47,333,12723,5.83,1,7,1,0,5,2017-01-01,2017-03-03,779414,2,2017,1.6,6,1,8.38,3.85
59003,2020-08-12,5,5,604,8.9,4,4,1,0,5,2014-11-01,2015-01-21,779416,2,2013,1.5,3,1,10.19,4.28
35742,2020-12-25,18,33,221,16.64,1,1,2,1,5,2010-12-01,2011-01-24,779412,2,2011,2,3,1,34.5,7.9
46727,2020-10-19,122,993,8666,14.61,8,5,2,0,5,2011-08-01,2011-10-21,779413,2,2010,1.6,6,1,7.66,1.08
68979,2021-01-14,46,513,11954,11.24,5,4,2,1,5,2011-08-01,2011-12-21,779411,3,2012,3,3,1,96.8,20.68
71823,2020-11-14,9,111,1158,5.61,1,28,1,0,5,2015-02-01,2015-03-12,,,2014,1.5,12,1,12.88,4.98
62353,2020-12-09,54,195,10991,2.09,1,1,4,1,7,2019-02-01,2019-06-10,,,2018,3,21,1,37.98,34.28
18948,2020-09-28,8,101,4248,2.95,2,7,1,0,5,2019-05-01,2019-06-26,,,2019,2,31,1,22.91,18.6
44048,2020-12-19,38,278,8219,6.1,1,5,1,0,5,2017-11-01,2018-03-21,779421,2,2017,1.6,3,1,13.69,6.68
65363,2020-05-10,50,503,11453,5.25,1,13,1,1,5,2014-11-01,2015-01-13,779415,3,2015,2.5,5,1,31.68,15.6
7317,2021-01-17,20,179,2319,1.18,2,1,4,0,5,2019-12-01,2020-07-08,779412,3,2020,3,19,1,94.98,89.5
10691,2021-07-16,11,186,2859,1.32,8,1,2,1,5,2019-08-01,2019-11-08,779412,2,,1.4,16,1,21.28,15.5
54922,2020-08-14,8,101,1264,6.92,2,1,1,1,5,2016-04-01,2016-06-29,779412,2,2016,1.8,31,1,23.48,13.3
65584,2021-02-21,12,92,11497,10.47,2,3,2,1,5,2013-04-01,2013-08-02,779415,2,2013,2,22,1,18.98,9.58
8878,2020-11-04,12,275,2606,11.24,1,3,2,1,7,2015-10-01,2016-04-25,779415,2,2015,2.4,11,1,29.98,19
58474,2020-10-15,12,71,10368,6.82,4,7,1,0,5,2016-01-01,2016-03-11,779415,2,2014,1.8,22,1,12.98,8.26
68013,2021-04-11,68,271,461,5.11,2,17,1,0,5,2017-08-01,2017-09-22,0,1,2016,2.3,3,1,16.98,9.9
45296,2021-07-24,64,1115,8443,3.79,2,14,1,0,7,2018-07-01,2018-12-03,779413,1,2018,1.6,6,1,6.98,3.88
48446,2020-01-11,45,576,8928,3.81,2,15,1,0,5,2017-12-01,2018-01-19,,,2017,2,11,1,31.8,28.5
71768,2020-06-17,25,122,12369,7.63,1,7,2,1,5,2013-12-01,2014-01-16,779413,1,2014,1.4,6,1,5.99,2.38
29794,2020-11-11,11,186,5999,4.98,1,7,1,0,5,2017-10-01,2018-01-08,,,2018,1.4,31,1,23.97,16.9899
65597,2020-04-21,28,87,11498,5.71,1,3,2,1,5,2017-02-01,2017-08-28,779419,2,2016,1.6,31,1,18.08,10.5
51306,2020-11-09,11,63,9395,17.12,5,19,2,0,5,2012-02-01,2012-03-20,779412,2,2012,1.8,2,1,29.1,9
48934,2021-05-27,4,497,8987,9.04,1,1,2,0,5,2013-05-01,2013-07-26,779411,3,2011,1.6,3,1,28.5,13.6
66237,2021-04-24,44,249,11583,5.38,1,3,2,0,5,2017-04-01,2017-08-24,779416,3,2016,2,19,1,21.98,11.6
37967,2020-07-28,20,255,7263,12.47,2,1,2,1,6,2011-03-01,2011-07-13,779412,3,2011,3,15,1,72.8,19.4
43943,2020-09-25,27,599,8212,0.03,1,1,4,0,5,2020-05-01,2020-08-11,,,2020,2,19,1,38.28,28.9
56055,2021-04-10,18,289,10097,11.48,5,5,2,0,5,2013-06-01,2013-09-25,779412,2,2013,2,13,1,49.9,16.88
44156,2021-07-22,2,161,8250,21.58,9,1,2,3,8,2008-06-01,2008-08-13,779415,2,2006,4,21,1,63,25.8
43513,2021-07-25,11,205,8177,8.11,1,12,2,0,5,2013-06-01,2013-07-18,779412,2,2013,2,7,1,28.5,11.98
16723,2020-04-15,13,391,3859,3.78,1,17,2,0,5,2014-05-01,2014-06-11,779416,2,2014,1.4,3,1,12.19,5.2
27506,2021-03-16,29,51,5645,7.21,6,17,2,1,5,2014-01-01,2014-01-24,779413,1,2014,1.5,11,1,9.18,3.8
8271,2020-08-09,8,11,2505,10.23,2,1,2,4,5,2012-12-01,2013-02-27,779412,2,2013,3,32,1,32.28,10.5
35192,2021-05-14,20,228,6836,10.87,2,1,1,0,7,2016-07-01,2017-01-16,779412,2,2017,2,15,1,61.3,42
32874,2020-07-31,11,238,6515,13.09,2,1,1,1,5,2017-08-01,2017-10-20,779412,2,2017,2,13,1,42.76,23.8
26669,2020-08-16,8,462,5490,15.94,5,1,3,2,5,2007-11-01,2008-01-03,779412,2,2006,1.6,6,1,12.18,1.6
58268,2021-03-27,5,31,34,5.53,5,1,1,2,7,2016-12-01,2017-04-20,779416,2,2014,2.4,3,1,20.9,11.5
30789,2021-06-01,30,347,6145,7.67,6,12,1,0,5,2014-06-01,2014-10-31,779418,2,2014,3,3,1,53.99,16.58
73794,2020-10-30,16,64,671,9.63,1,7,1,0,5,2016-10-01,2016-11-16,779415,3,2015,2,3,1,19.08,10.3
49025,2021-05-02,2,82,509,1.18,2,8,4,0,5,2020-01-01,2020-03-18,779415,2,2019,2.5,13,1,21.98,21.38
9581,2020-09-18,66,312,612,5.26,4,5,1,0,5,2017-05-01,2017-06-26,779416,2,2017,2,13,1,27.38,15
64424,2021-05-16,20,127,641,5.77,1,1,1,0,5,2016-04-01,2016-05-12,779412,2,2015,2,15,1,35.38,23.5
18686,2020-10-19,8,108,4203,3.88,2,8,1,0,5,2019-09-01,2019-12-19,,,2019,2,31,1,25.38,19.48
57720,2020-11-15,11,63,338,13.72,1,1,2,1,5,2012-08-01,2012-09-29,779412,2,2013,2,2,1,30.98,13.8
43274,2021-07-30,12,53,1277,5.56,1,1,1,0,5,2016-07-01,2016-09-30,779415,2,2015,2.4,11,1,22.98,15.5
19917,2020-11-04,13,18,420,6.46,4,7,2,1,5,2013-10-01,2014-01-07,779416,2,2013,1.8,3,1,13.69,4.8
54932,2021-05-17,5,31,9938,0.01,6,9,4,1,7,2019-12-01,2020-03-12,779416,2,2018,2,3,1,23.29,22
17306,2020-07-09,25,60,3950,8.89,4,4,2,0,5,2013-11-01,2013-11-19,779413,1,2012,1.6,17,1,9.29,3.68
26527,2021-01-30,5,31,5470,5.56,6,1,1,2,7,2016-12-01,2017-01-19,779416,2,2017,2,3,1,32.99,26.28
70835,2021-03-15,20,323,12205,4.35,1,1,1,3,5,2016-06-01,2016-09-21,779412,3,2017,1.6,7,1,23.6,14.3
30386,2020-11-19,71,695,6089,2.14,3,1,1,0,5,2019-10-01,2020-01-03,,,2019,2,3,1,17.98,15.48
51778,2021-07-19,8,101,560,13.76,6,1,2,1,5,2013-07-01,2013-08-16,779412,2,2013,1.8,16,1,23.28,8.8
70594,2021-05-10,17,480,12153,4.45,1,14,1,0,5,2019-06-01,2019-09-16,,,2017,1.5,10,2,18.59,6.8
28056,2021-04-21,73,287,5733,3.94,1,7,1,1,5,2018-03-01,2018-06-05,779413,1,2018,1.8,3,1,19.08,12.8
30526,2021-03-07,44,319,6112,13.35,7,1,2,2,5,2011-04-01,2011-08-10,779416,3,2011,3.6,21,1,60.99,14.2
61979,2021-06-03,2,2,10904,5.04,1,1,2,0,5,2010-03-01,2010-08-30,779415,2,2009,1.6,4,1,14.68,5.7
19749,2020-08-25,23,35,471,8.25,1,8,1,2,5,2016-08-01,2016-09-13,779419,2,2015,1.6,31,1,17.99,10.18
38837,2021-06-05,18,243,7399,7.9,1,1,1,1,5,2017-04-01,2017-08-01,779412,3,2017,3,13,1,83.8,55
39588,2021-01-23,26,1048,7508,8.44,1,19,1,1,5,2018-08-01,2018-11-20,779413,1,2017,1,18,2,20.18,9.68
51911,2021-01-20,5,533,9483,15.3,2,4,3,1,5,2008-03-01,2008-09-09,779416,2,2007,2.8,21,1,32.88,2.8
47282,2020-12-09,5,31,8737,5.81,5,1,1,2,7,2017-06-01,2017-06-22,779416,2,2017,2,3,1,39.99,29.88
4434,2020-11-05,5,407,1831,3.24,1,1,1,1,5,2018-11-01,2019-03-14,,,2019,1.3,3,1,13.99,11.4
25757,2021-01-29,28,973,5339,5.69,1,4,1,1,5,2017-11-01,2018-02-23,779419,2,2017,1.8,3,1,14.98,9.3
60929,2020-10-05,20,27,1315,6.55,2,1,2,1,5,2014-08-01,2014-09-26,779412,3,2014,2,15,1,39.8,21.8
72323,2020-07-17,7,166,12451,7.82,1,1,1,0,5,2015-08-01,2016-01-05,,,2013,2,11,1,18.58,10.58
26407,2021-04-30,20,95,5451,9.25,1,20,1,6,5,2015-10-01,2015-11-02,779412,2,2015,2,15,1,46.8,23
48356,2020-02-23,12,71,8915,2.5,1,14,1,0,5,2018-11-01,2019-01-09,779415,2,2016,1.5,11,1,15.59,13.98
61676,2020-11-22,30,347,10862,14.39,1,1,2,0,5,2013-06-01,2013-09-02,779418,2,2014,2,32,1,41.49,13.58
50595,2021-02-28,8,171,9269,3.87,1,1,1,1,5,2018-01-01,2018-04-20,779412,2,2016,1.6,9,1,11.38,6.6
18092,2020-03-15,7,113,271,7.51,1,1,1,0,5,2017-04-01,2017-05-31,779415,2,2016,1.6,11,1,13.98,8.7
30649,2021-02-21,11,186,1299,5.58,1,1,1,2,5,2014-03-01,2015-01-16,779412,2,2014,1.4,16,1,25.48,11.5
16782,2020-03-12,8,101,716,6.14,2,18,1,0,5,2017-06-01,2017-09-13,779412,2,2017,1.8,31,1,23.49,17.9899
63394,2021-03-16,47,326,11159,6.75,1,8,1,0,5,2015-11-01,2016-06-07,779414,2,2015,1.6,3,1,15.38,6.68
50273,2020-07-18,11,186,477,5.75,1,1,1,1,5,2016-07-01,2016-09-22,779412,2,2016,1.4,31,1,21.52,12.58
38337,2021-06-29,44,201,299,3.01,2,1,1,0,5,2017-08-01,2017-10-19,779416,2,2017,1.4,16,1,17.98,9.8
65853,2020-08-07,20,127,11520,8.8,3,17,1,0,5,2016-04-01,2016-06-03,779412,2,2016,2,15,1,31.48,20.52
30308,2020-07-14,4,4,6076,5.45,7,7,2,2,4,2014-12-01,2015-05-22,779411,3,2014,1.5,3,1,25.5,13.86
64710,2020-09-11,94,1216,11350,11.41,5,14,2,1,5,2013-09-01,2014-08-20,779412,3,2013,1.4,3,1,21.5,4.8
23283,2021-07-18,22,398,4989,7.67,1,4,1,1,5,2016-05-01,2016-11-30,779413,1,2016,1.5,16,1,14.97,4.98
59422,2021-05-19,12,92,10510,3.5,2,3,1,0,5,2017-10-01,2017-11-27,779415,2,2016,2,11,1,17.98,14.37
57664,2020-09-25,5,159,10334,10.51,4,1,2,1,5,2011-06-01,2011-07-07,779416,2,2011,1.8,3,1,16.53,3.68
61187,2020-03-26,2,134,168,12.67,5,16,2,2,5,2016-02-01,2016-04-20,779415,2,2016,1.6,2,1,12.48,7.18
45950,2020-10-09,20,95,8538,8.71,6,5,1,0,5,2017-11-01,2018-02-13,779412,2,2017,2,19,1,47.48,36.88
3120,2020-03-20,3,133,1611,4.59,1,2,1,0,5,2017-03-01,2017-07-30,779416,2,2017,1.5,3,1,19.28,12.18
42550,2021-03-09,14,221,340,6.56,7,1,1,0,5,2015-06-01,2015-08-25,,1,2015,2,3,1,12.98,4.98
15663,2021-05-07,12,71,3689,4.7,2,13,2,1,5,2008-06-01,2008-12-29,779415,2,2008,1.8,22,1,15.78,3.48
17382,2021-01-14,16,487,3938,6.05,4,1,1,0,5,2016-02-01,2016-03-16,779415,2,2016,1.5,3,1,13.89,8.3
46833,2021-04-05,11,238,1061,4.66,6,1,1,0,5,2016-02-01,2016-03-18,779412,2,2016,2,13,1,42.76,23.98
2725,2021-01-10,16,23,1560,4.22,1,1,2,1,5,2014-06-01,2014-10-09,779415,2,2014,2.5,3,1,21.58,11.8
57721,2020-12-01,11,63,338,11.05,5,15,1,0,5,2013-07-01,2013-09-18,779412,2,2013,2,2,1,30.98,13.78
71624,2021-01-25,11,238,12348,13.91,7,1,2,3,5,2009-12-01,2010-03-24,779412,2,2010,2,7,1,42.38,10.9
68190,2021-06-02,55,730,11838,9.36,1,1,2,1,5,2011-09-01,2011-11-24,779415,3,2010,2.5,15,1,39.8,11
60294,2020-11-19,18,510,10657,14.04,6,1,2,1,5,2012-02-01,2012-05-11,779412,3,2011,3,3,1,89.8,25.8
42900,2021-07-12,10,311,8056,12.89,1,7,2,0,5,2014-05-01,2014-07-08,779413,1,2014,2,20,1,12.29,4.6
61168,2021-04-02,11,359,10794,10.22,2,1,2,1,4,2014-01-01,2014-05-30,779412,3,2013,3,13,1,100.1,34.8
21709,2021-03-15,4,440,4736,6.51,5,1,1,1,5,2016-04-01,2016-10-18,779411,3,2016,2,13,1,35.08,22.58
31143,2020-08-20,11,359,6180,2.5,1,1,1,1,5,2016-03-01,2016-07-06,779412,3,2016,3,13,1,89.88,51.5
12587,2020-03-10,12,259,432,6.49,1,8,1,0,5,2017-02-01,2017-04-20,779415,1,2017,1.5,11,1,13.68,10.98
70916,2021-04-15,33,104,128,4.58,6,1,2,0,5,2014-04-01,2014-04-05,779414,2,2013,1.6,3,1,21.47,7.3
69601,2021-03-10,20,95,12025,3.67,2,3,1,0,5,2018-04-01,2018-06-22,779412,2,2018,2,19,1,47.58,39.5
49350,2021-05-21,11,238,9039,18.55,2,7,2,0,5,2012-07-01,2012-08-03,779412,2,2012,2,13,1,42.76,13.18
67998,2021-04-25,68,271,461,5.11,2,17,1,2,5,2017-08-01,2017-09-22,0,1,2016,2.3,3,1,16.98,9.5
57578,2020-08-30,18,243,10322,3.27,2,28,4,0,5,2018-09-01,2019-01-04,,,2018,2,13,1,69.99,54.1
13497,2021-06-21,2,2,733,1.55,5,19,1,0,5,2018-05-01,2018-06-14,779415,2,2017,1.8,25,2,14.68,9.8
32622,2020-10-29,20,95,6496,4.94,2,1,1,1,5,2016-11-01,2016-11-18,779412,2,2016,2,19,1,43.68,31.8
48985,2021-02-22,12,21,384,2.51,1,1,4,1,5,2019-07-01,2019-08-27,779415,2,2018,1.5,11,1,8.58,8.3
35172,2021-06-21,23,68,6832,19.46,2,9,2,0,5,2010-06-01,2010-08-17,779419,2,2010,1.6,6,1,10.98,2
56932,2021-02-22,5,67,10218,7.85,4,4,2,2,5,2014-10-01,2014-12-22,779416,2,2014,2,3,1,17.89,7.68
51550,2021-07-06,18,243,9434,11.66,2,1,1,0,5,2016-08-01,2017-01-17,779412,3,2017,3,13,1,95.8,49.8
56804,2020-06-26,6,190,10204,4.2,4,15,1,0,5,2016-10-01,2016-11-15,,,2016,1.8,12,1,11.58,5.5599
30827,2020-01-10,2,134,6153,3.41,1,15,1,0,5,2018-06-01,2018-07-10,,,2017,1.2,2,1,11.78,9.6
42030,2020-12-01,3,194,7940,7.02,3,1,2,0,5,2010-06-01,2010-06-30,779416,2,2009,1.5,6,1,9.09,2.28
52566,2020-08-13,5,67,1160,7.07,4,3,1,0,5,2014-12-01,2015-01-22,779416,2,2015,1.6,3,1,20.99,8.15
64700,2021-05-16,20,209,758,7.52,3,17,1,0,5,2016-07-01,2016-08-12,779412,2,2016,1.6,7,1,26.98,16.2
24577,2020-08-15,12,99,218,5.41,7,1,1,1,5,2015-07-01,2015-09-09,779415,2,2015,1.8,11,1,16.28,10.2
54440,2020-10-14,20,153,9878,9.99,4,1,2,1,5,2009-12-01,2010-05-21,779412,3,2009,2,20,1,35.8,6.28
29869,2020-05-01,12,17,6016,8.34,1,1,2,1,5,2012-02-01,2012-06-12,779415,2,2009,2.4,21,1,24.98,8.9
69187,2021-05-17,1,167,11973,0.06,1,3,4,0,7,2020-11-01,2021-04-01,,,2021,1.5,12,1,7.38,6.98
58739,2020-11-03,20,372,10447,8.39,1,1,1,0,5,2015-01-01,2015-04-03,779412,3,2015,2,31,1,31.8,18.5
38340,2021-07-12,44,201,299,4.87,1,1,1,0,5,2018-03-01,2018-05-21,779416,2,2017,1.4,16,1,17.98,9.98
33885,2021-01-12,38,278,6680,6.61,5,19,1,0,5,2014-11-01,2015-04-14,779421,2,2015,1.6,3,1,14.19,5.5
27146,2020-12-27,33,162,5590,12.66,5,17,3,1,5,2008-09-01,2009-02-20,779414,2,2007,1.6,17,1,12.48,2.1
12741,2021-01-29,33,162,3244,15.9,5,21,3,4,5,2008-05-01,2008-06-25,779414,2,2008,2,17,1,16.98,1.8
60306,2021-05-27,18,510,10657,6.02,2,1,2,1,5,2011-05-01,2011-12-22,779412,3,2011,3,3,1,89.8,27.8
13650,2020-12-07,8,83,3379,13.17,6,1,2,1,5,2012-12-01,2013-01-11,779412,2,2012,1.8,31,1,26.58,9.28
72444,2021-02-20,7,166,12451,7.17,2,8,2,2,5,2016-04-01,2016-07-22,779415,2,2013,2,11,1,18.58,12.98
44898,2020-09-10,8,14,358,7.79,5,1,2,1,5,2013-07-01,2013-08-15,779412,2,2012,1.6,3,1,15.08,6.18
38419,2020-04-28,8,11,1137,4.35,2,1,1,0,5,2018-01-01,2018-03-14,779412,2,2017,1.8,31,1,24.39,16.5
4629,2021-02-01,2,329,1871,8.18,1,1,2,1,5,2011-07-01,2011-08-26,779415,2,2011,1.8,11,1,15.98,7.5
4708,2020-12-30,44,181,1887,8.34,2,1,2,1,4,2012-05-01,2013-01-22,779416,3,2012,3.6,21,1,50.99,26.5
67746,2021-01-08,8,298,11780,4.25,5,17,2,0,4,2012-12-01,2012-12-10,779412,3,2013,1.2,31,1,19.88,8.7
19624,2021-07-28,23,35,471,6.96,6,1,1,0,5,2016-05-01,2016-07-18,779419,2,2015,1.6,16,1,17.99,9.48
64859,2020-11-14,15,126,775,0.64,2,1,1,0,7,2018-12-01,2019-05-17,779413,1,2017,2,3,1,19.98,16.5
26982,2021-06-20,20,836,5551,0.85,2,1,4,0,5,2020-06-01,2021-01-06,779412,3,2020,3,19,2,145.88,169.8
18834,2020-05-07,8,298,4225,3.95,7,3,2,1,4,2010-07-01,2011-01-11,779412,3,2010,2,3,1,22.73,6.4
2530,2020-11-20,18,248,1496,5.27,3,1,1,1,5,2017-10-01,2017-12-25,779412,2,2016,1.5,3,1,24.78,13.98
33163,2021-07-18,11,63,928,11.02,6,1,1,1,5,2016-11-01,2017-01-09,779412,2,2017,2,7,1,33.98,20.8
53411,2021-03-24,18,33,9691,4.59,1,1,1,0,5,2016-12-01,2017-01-19,779412,2,2017,2,13,1,32.59,21.8
17855,2020-09-11,30,143,4052,2.79,2,1,4,0,5,2019-03-01,2019-07-01,,,2019,2,13,1,42.19,31.2
14473,2021-04-11,18,33,3505,9.23,1,1,2,1,5,2009-11-01,2009-12-16,779412,2,2010,2.5,3,1,49.5,7.8
71683,2020-12-30,54,453,12366,3.45,4,17,4,0,7,2019-05-01,2019-07-12,779415,2,2019,2.4,5,1,19.88,14.98
18025,2020-07-25,45,576,4073,2.9,1,1,1,1,5,2017-05-01,2017-08-23,779415,3,2016,2,11,1,32.8,25.75
25139,2020-02-14,5,90,5234,5.84,6,8,2,3,5,2014-11-01,2015-02-02,779416,2,2014,2,3,1,28.99,12.7
71278,2020-10-10,45,530,12294,11.39,6,1,1,0,5,2012-07-01,2013-09-04,779415,3,2012,1.8,25,2,33.9,11.58
21415,2020-04-23,23,55,63,5.42,1,24,1,1,5,2016-07-01,2016-09-19,779419,2,2016,1.6,3,1,11.98,7.5
25990,2020-06-23,20,95,5374,13.8,5,4,2,1,5,2012-12-01,2013-03-06,779412,2,2013,1.8,15,1,43.8,15.98
59485,2021-06-10,20,176,10533,5.71,1,1,1,4,4,2013-11-01,2014-04-25,,,2014,2,15,1,53,21.5
65469,2020-10-29,46,1220,11479,18.35,3,1,3,1,5,2005-09-01,2006-01-13,,,2004,3,9,1,67.8,10.58
48473,2021-04-21,20,1140,8925,6.71,1,7,1,0,5,2015-01-01,2015-04-01,779412,3,2015,1.6,7,1,28.98,15.58
28911,2020-09-08,5,159,5888,13.03,5,18,2,0,5,2010-03-01,2010-04-06,779416,2,2010,1.6,3,1,17.15,3.35
69564,2021-06-08,5,90,12020,11.98,6,7,1,0,5,2016-09-01,2016-10-10,779416,2,2016,1.5,16,1,23.98,11.98
15358,2020-12-21,42,396,986,6.04,3,1,1,1,5,2015-07-01,2015-09-25,779412,3,2016,2,31,1,55.8,38.98
36257,2020-02-19,6,20,21,6.3,1,8,1,0,5,2017-12-01,2018-01-16,779413,1,2016,1.3,32,1,9.98,7.2
22610,2021-02-07,30,603,4890,6.7,6,7,1,1,5,2017-04-01,2017-05-12,779418,2,2017,2,13,1,36.98,22.8
5675,2020-12-25,18,102,2032,11.93,1,1,2,1,4,2008-10-01,2009-01-09,779412,3,2009,3,3,1,72.5,13
37987,2021-02-20,18,510,7265,8.11,6,1,2,0,5,2012-10-01,2013-08-01,779412,3,2013,3,13,1,93.35,33.9
55626,2020-12-01,16,290,680,8.24,4,15,2,0,5,2011-11-01,2012-03-02,779415,2,2011,2,21,1,17.98,5
52334,2021-06-30,27,573,9534,1.05,2,1,4,0,5,2020-01-01,2020-05-13,779411,3,2020,3,13,1,136.3,126
14849,2020-10-15,13,18,3561,1.01,1,1,1,0,5,2019-03-01,2019-05-08,,,2018,1.4,31,1,14.99,8.28
27294,2021-04-11,4,440,5608,9.06,1,1,2,1,4,2012-06-01,2012-11-20,779411,3,2011,1.6,3,1,24.5,9.4
52237,2021-07-22,20,323,9538,3.9,1,1,1,0,5,2017-06-01,2017-09-26,779412,3,2017,1.6,7,1,25.7,14.8
65782,2021-06-16,8,208,11527,4.01,1,3,1,1,5,2018-05-01,2018-07-03,779412,2,2018,1.6,3,1,14.49,9.7
44106,2020-12-01,2,187,8245,8.99,5,1,2,0,5,2013-12-01,2014-03-11,779415,2,2013,2.5,3,1,27.28,13.5
61583,2020-05-28,23,198,10854,5.95,1,8,1,1,5,2017-01-01,2017-05-24,779419,2,2017,1.6,31,1,19.48,10.28
32318,2021-01-17,8,14,6429,5.18,1,17,1,0,5,2016-01-01,2016-06-06,779412,2,2015,1.6,6,1,13.88,6.3
62071,2020-08-17,30,347,10938,14.23,9,22,2,0,5,2010-02-01,2010-07-19,779418,2,2010,3,3,1,66.1,11.7
36357,2021-01-31,4,4,4,5.85,1,1,2,0,4,2012-03-01,2012-05-25,779411,3,2011,1.6,3,1,26.9,9.6
39070,2020-09-14,2,34,7441,5.43,2,1,1,1,7,2017-12-01,2018-01-03,779415,2,2017,2,3,1,29.78,26.88
37409,2020-06-07,18,136,7171,6,6,7,1,1,5,2015-10-01,2016-04-08,779412,2,2013,2,3,1,33.9,14.68
3766,2021-01-07,11,186,436,4.15,4,19,1,1,5,2016-04-01,2016-07-25,779412,2,2016,1.4,31,1,18.49,9.8
11773,2020-05-23,80,609,3078,5.33,2,7,2,1,5,2017-10-01,2018-08-14,779416,3,2017,2,3,1,28.48,18.8
50960,2021-03-15,23,270,567,0.99,1,1,1,0,5,2016-12-01,2017-02-21,779419,2,2015,2,3,1,17.68,9.8
10796,2021-01-20,80,609,2887,5.45,2,7,1,1,5,2016-08-01,2016-12-29,779416,3,2017,2,3,1,30.48,15.99
32531,2020-08-18,8,135,6481,7.26,4,1,2,0,5,2011-05-01,2011-08-26,779412,2,2011,1.6,3,1,12.39,4.2
44522,2020-06-21,7,166,398,4.95,2,1,1,0,5,2018-01-01,2018-04-25,779415,2,2016,2,11,1,18.58,13.6
31542,2020-12-10,10,571,6288,5.27,1,1,1,0,5,2017-10-01,2017-12-26,,,2018,1.5,32,1,12.99,5.8
41298,2020-02-24,55,229,355,5.11,3,55,1,2,5,2016-06-01,2016-08-24,779415,2,2016,2,15,1,27.98,17.5
21733,2020-07-07,8,16,4743,4.07,1,1,1,0,5,2018-06-01,2018-09-25,,,2019,1.5,3,1,13.5,8.88
22715,2020-04-04,12,92,113,11.71,2,3,2,1,5,2009-10-01,2009-11-03,779415,2,2009,2.4,22,1,21.98,6.8
38615,2021-04-19,44,181,819,7.52,4,3,1,0,5,2017-04-01,2017-09-01,779416,3,2017,3,21,1,45.99,38.8
20653,2020-11-16,28,78,4543,1.51,1,18,1,0,5,2018-12-01,2019-01-15,779419,2,2017,1.6,3,1,11.88,8.7
38319,2021-04-03,44,201,299,2.91,2,1,1,0,5,2017-11-01,2019-07-04,779416,2,2017,1.4,16,1,17.98,12.3
14021,2021-05-17,20,27,762,15.13,1,3,2,0,5,2015-02-01,2015-05-14,779412,3,2015,2,15,1,39.8,19.98
19605,2020-06-21,13,391,4380,1.87,1,13,1,0,5,2016-11-01,2017-07-28,779416,2,2017,1.4,3,1,11.99,6.8
38870,2021-03-21,13,58,66,7.34,5,1,2,0,5,2010-12-01,2011-04-13,779416,2,2010,1.4,1,1,7.58,1.8
8954,2020-08-05,20,684,2620,3.48,5,1,1,0,5,2018-02-01,2018-06-08,,,2017,3,19,1,63.98,50.5
68672,2020-08-19,8,101,11913,9.24,2,7,2,1,5,2014-12-01,2015-02-04,779412,2,2015,1.8,31,1,21.98,11.7
19744,2021-04-23,57,214,4389,1.68,1,7,4,0,7,2019-08-01,2019-11-05,779413,1,2019,1.6,6,1,6.69,5.58
58335,2021-04-22,8,219,831,4.93,1,7,1,0,5,2018-01-01,2018-03-23,779412,2,2017,1.6,3,1,11.89,8
22639,2020-09-03,8,219,4864,6.8,5,19,2,0,5,2009-11-01,2009-12-02,779412,2,2008,1.6,3,1,13.48,3.3
11989,2021-06-18,3,137,452,12.04,1,23,2,1,5,2013-09-01,2013-10-12,779416,2,2013,1.8,17,1,10.98,3.88
7555,2020-02-20,18,175,2370,26.88,1,5,3,1,5,2007-06-01,2007-11-07,779412,2,2007,3,3,1,64.26,7.8
66896,2020-08-02,8,16,537,3.76,2,32,1,2,5,2017-10-01,2017-11-14,779412,2,2018,1.5,3,1,13.18,8.35
49225,2020-04-23,20,127,9018,8.06,4,4,1,0,5,2015-05-01,2015-07-21,779412,2,2015,2,15,1,45.9,24.38
34605,2020-12-22,2,10,744,4.74,1,17,1,0,5,2017-07-01,2017-09-12,779415,2,2017,1.5,2,1,8.78,6.2
4585,2021-06-04,11,63,1859,8.8,1,1,2,1,5,2014-02-01,2014-06-17,779412,2,2013,2,7,1,34.9,16.3
34376,2021-04-26,17,592,6717,9.99,1,17,1,1,5,2016-04-01,2016-04-21,779413,1,2015,2,23,2,27.98,7.58
15120,2021-04-12,38,85,3601,4.53,3,1,2,0,5,2013-05-01,2013-12-11,779421,2,2012,1.6,3,1,11.59,3.98
5821,2020-10-16,17,390,918,7.34,4,17,1,0,5,2016-08-01,2017-03-14,779413,1,2016,1.5,6,1,6.49,3.46
21301,2021-03-22,28,100,4663,7.87,1,1,2,0,5,2012-09-01,2012-10-17,779419,2,2012,2,3,1,20.98,6.88
61051,2021-04-07,17,592,10780,1.9,5,17,1,1,7,2018-11-01,2019-01-17,779413,1,2018,2,23,2,25.99,18.5
56105,2021-05-10,7,57,10105,10.36,4,1,2,1,5,2012-11-01,2013-02-04,779415,2,2012,2.5,5,1,23.98,8.8
61671,2021-02-20,30,347,10862,12.05,1,7,2,0,5,2013-09-01,2013-12-06,779418,2,2014,2,23,1,41.49,13.4
